LONGITUDE,LATITUDE,RESPONSE:BINARY,EPSG:4326,OBSERVATION_DATE
-98.0584717,26.5332512,1,4326,4/14/2007
-103.3403836,33.6425123,1,4326,4/15/2007
-99.2397165,33.0421097,1,4326,4/15/2007
-104.52252,33.3943,1,4326,4/16/2007
-106.4619248,32.371836,1,4326,4/16/2007
-99.1474915,26.5839986,1,4326,4/16/2007
-106.88,33.802,1,4326,4/17/2007
-102.6425171,29.115695,1,4326,4/18/2007
-96.9849412,28.1334907,1,4326,4/18/2007
-97.3647237,26.234302,1,4326,4/18/2007
-100.3099585,35.9132365,1,4326,4/18/2007
-100.3099585,35.9132365,1,4326,4/18/2007
-100.3099585,35.9132365,1,4326,4/18/2007
-102.36283,37.05929,1,4326,4/19/2007
-104.077177,34.6047682,1,4326,4/19/2007
-97.5997066,31.1677191,1,4326,4/19/2007
-103.2374954,30.1679851,1,4326,4/19/2007
-97.4183462,26.0057269,1,4326,4/19/2007
-97.9201984,28.1289167,1,4326,4/19/2007
-102.57947,37.10502,1,4326,4/20/2007
-101.8803406,37.0124225,1,4326,4/20/2007
-97.4183462,26.0057269,1,4326,4/20/2007
-101.692028,34.9847218,1,4326,4/20/2007
-97.8616507,28.0586183,1,4326,4/20/2007
-99.298296,26.9356912,1,4326,4/20/2007
-102.5782483,37.1052386,1,4326,4/21/2007
-98.2089919,27.6538724,1,4326,4/21/2007
-104.3708575,29.5693637,1,4326,4/21/2007
-104.5998867,30.0382328,1,4326,4/21/2007
-99.0923004,26.4923992,1,4326,4/21/2007
-99.4944084,27.4994356,1,4326,4/21/2007
-102.5594,37.6302111,1,4326,4/22/2007
-102.18416,39.61853,1,4326,4/22/2007
-102.18416,39.61853,1,4326,4/22/2007
-103.3004522,29.2699985,1,4326,4/22/2007
-98.1228779,30.3635607,1,4326,4/22/2007
-98.1228779,30.3635607,1,4326,4/22/2007
-102.3694468,37.1492345,1,4326,4/23/2007
-102.36283,37.05929,1,4326,4/23/2007
-104.7128713,38.6930048,1,4326,4/23/2007
-97.3647237,26.234302,1,4326,4/23/2007
-101.6294167,29.8309816,1,4326,4/23/2007
-110.8566971,31.4951992,1,4326,4/25/2007
-104.077177,34.6047682,1,4326,4/25/2007
-97.6535761,29.074897,1,4326,4/25/2007
-106.3222504,32.4729847,1,4326,4/26/2007
-97.4904876,25.911388,1,4326,4/26/2007
-97.4183462,26.0057269,1,4326,4/27/2007
-104.0100574,30.6215161,1,4326,4/27/2007
-104.43801,38.48682,1,4326,4/28/2007
-103.814605,33.417636,1,4326,4/28/2007
-103.814605,33.417636,1,4326,4/28/2007
-103.6468649,33.8081382,1,4326,4/28/2007
-103.6468649,33.8081382,1,4326,4/28/2007
-99.983139,29.361905,1,4326,4/28/2007
-99.983139,29.361905,1,4326,4/28/2007
-99.983139,29.361905,1,4326,4/28/2007
-102.36283,37.05929,1,4326,4/29/2007
-102.36283,37.05929,1,4326,4/29/2007
-104.4588983,38.5356787,1,4326,4/29/2007
-104.4675811,38.5411028,1,4326,4/29/2007
-104.4403696,38.5070217,1,4326,4/29/2007
-104.3998146,33.4512089,1,4326,4/29/2007
-104.3998146,33.4512089,1,4326,4/29/2007
-104.3998146,33.4512089,1,4326,4/29/2007
-104.3998146,33.4512089,1,4326,4/29/2007
-105.1222086,34.1502409,1,4326,4/29/2007
-105.1222086,34.1502409,1,4326,4/29/2007
-107.8558731,31.8839349,1,4326,4/29/2007
-97.4176839,25.85233,1,4326,4/30/2007
-109.0286636,31.8368785,1,4326,5/1/2007
-103.293457,30.3823532,1,4326,5/1/2007
-103.2797,29.2864,1,4326,5/1/2007
-104.43801,38.48682,1,4326,5/2/2007
-102.9316297,30.4823082,1,4326,5/2/2007
-103.2687378,33.5905993,1,4326,5/3/2007
-97.5997066,31.1677191,1,4326,5/3/2007
-110.0970863,31.4177935,1,4326,5/4/2007
-103.5617537,37.6488537,1,4326,5/4/2007
-100.861702,37.970726,1,4326,5/4/2007
-104.077177,34.6047682,1,4326,5/4/2007
-104.4559488,32.1163919,1,4326,5/4/2007
-103.2608414,33.6432058,1,4326,5/4/2007
-103.2687378,33.5905993,1,4326,5/4/2007
-104.3998146,33.4512089,1,4326,5/5/2007
-104.3998146,33.4512089,1,4326,5/5/2007
-104.4559488,32.1163919,1,4326,5/5/2007
-107.1310644,34.0231527,1,4326,5/5/2007
-107.1310644,34.0231527,1,4326,5/5/2007
-99.983139,29.361905,1,4326,5/5/2007
-110.886147,31.739938,1,4326,5/6/2007
-103.0827943,37.1437472,1,4326,5/6/2007
-104.4583511,38.5471585,1,4326,5/6/2007
-104.3998146,33.4512089,1,4326,5/6/2007
-104.3998146,33.4512089,1,4326,5/6/2007
-104.3998146,33.4512089,1,4326,5/6/2007
-104.4710999,32.1091003,1,4326,5/6/2007
-103.529148,34.110561,1,4326,5/6/2007
-99.2397165,33.0421097,1,4326,5/6/2007
-104.3490873,32.6210204,1,4326,5/7/2007
-101.8082428,37.1241913,1,4326,5/9/2007
-104.3998146,33.4512089,1,4326,5/9/2007
-104.077177,34.6047682,1,4326,5/9/2007
-108.3785035,32.0651092,1,4326,5/9/2007
-104.077177,34.6047682,1,4326,5/10/2007
-97.2406769,26.0299467,1,4326,5/10/2007
-97.3632431,25.9574273,1,4326,5/10/2007
-97.8553963,31.2013493,1,4326,5/10/2007
-97.5997066,31.1677191,1,4326,5/11/2007
-97.5418997,27.1042136,1,4326,5/11/2007
-99.983139,29.361905,1,4326,5/11/2007
-99.983139,29.361905,1,4326,5/11/2007
-110.8873272,31.769332,1,4326,5/12/2007
-108.47511,32.410152,1,4326,5/12/2007
-108.3785035,32.0651092,1,4326,5/12/2007
-108.561573,32.638363,1,4326,5/12/2007
-108.561573,32.638363,1,4326,5/12/2007
-98.418746,31.2298669,1,4326,5/12/2007
-98.9795637,27.4871822,1,4326,5/12/2007
-103.7991207,34.4343548,1,4326,5/13/2007
-97.2722626,28.6017044,1,4326,5/13/2007
-98.0168867,30.2924231,1,4326,5/13/2007
-97.1019745,28.5664316,1,4326,5/13/2007
-104.3998146,33.4512089,1,4326,5/15/2007
-97.8553963,31.2013493,1,4326,5/15/2007
-104.3998146,33.4512089,1,4326,5/16/2007
-109.0508306,31.8361028,1,4326,5/17/2007
-104.413984,33.474161,1,4326,5/17/2007
-104.3998146,33.4512089,1,4326,5/17/2007
-104.077177,34.6047682,1,4326,5/17/2007
-106.5604437,34.3918472,1,4326,5/17/2007
-102.6425171,29.115695,1,4326,5/18/2007
-105.843,32.50555,1,4326,5/18/2007
-106.5605164,34.3920374,1,4326,5/19/2007
-102.8821564,36.850766,1,4326,5/19/2007
-102.6425171,29.115695,1,4326,5/20/2007
-101.9270325,28.531891,1,4326,5/20/2007
-102.8783047,36.761407,1,4326,5/20/2007
-102.9557133,29.1809226,1,4326,5/20/2007
-102.9557133,29.1809226,1,4326,5/20/2007
-106.0467612,31.9214283,1,4326,5/20/2007
-106.0437861,31.9156041,1,4326,5/20/2007
-98.0584717,26.5332512,1,4326,5/20/2007
-99.30336,27.9980392,1,4326,5/20/2007
-101.799521,30.46857,1,4326,5/23/2007
-102.6425171,29.115695,1,4326,5/24/2007
-104.077177,34.6047682,1,4326,5/24/2007
-104.077177,34.6047682,1,4326,5/25/2007
-106.59024,32.32773,1,4326,5/25/2007
-106.59024,32.32773,1,4326,5/25/2007
-106.59024,32.32773,1,4326,5/25/2007
-106.6834259,33.7603111,1,4326,5/25/2007
-99.82539,34.99213,1,4326,5/26/2007
-100.7060266,35.1430379,1,4326,5/26/2007
-105.33534,31.18504,1,4326,5/26/2007
-105.34248,31.18409,1,4326,5/26/2007
-105.35374,31.08041,1,4326,5/26/2007
-105.3342,31.20755,1,4326,5/26/2007
-105.3204,31.04061,1,4326,5/26/2007
-105.36343,31.09135,1,4326,5/26/2007
-105.33417,31.20014,1,4326,5/26/2007
-105.35321,31.12969,1,4326,5/26/2007
-105.3486769,31.0749722,1,4326,5/26/2007
-105.35917,31.08612,1,4326,5/26/2007
-105.35442,31.15886,1,4326,5/26/2007
-105.35314,31.14457,1,4326,5/26/2007
-105.35318,31.15199,1,4326,5/26/2007
-105.35319,31.13727,1,4326,5/26/2007
-104.2405128,32.3596633,1,4326,5/27/2007
-103.251915,30.2073061,1,4326,5/27/2007
-97.351773,26.184608,1,4326,5/27/2007
-97.3425493,26.2163251,1,4326,5/27/2007
-110.3466807,31.5200639,1,4326,5/28/2007
-110.8863696,31.7835694,1,4326,5/28/2007
-103.334,32.857,1,4326,5/28/2007
-103.3510353,32.8199981,1,4326,5/28/2007
-103.3742552,32.8130396,1,4326,5/28/2007
-103.2308965,32.8566012,1,4326,5/28/2007
-103.3670039,32.8130598,1,4326,5/28/2007
-103.2569991,32.8567384,1,4326,5/28/2007
-103.3989074,32.8118944,1,4326,5/28/2007
-103.443475,32.7986845,1,4326,5/28/2007
-103.2306605,32.842056,1,4326,5/28/2007
-103.3930293,32.8129561,1,4326,5/28/2007
-103.2819658,32.8568186,1,4326,5/28/2007
-103.3096636,32.8569752,1,4326,5/28/2007
-103.351089,32.8350135,1,4326,5/28/2007
-103.4599726,32.7987012,1,4326,5/28/2007
-103.239546,32.8566257,1,4326,5/28/2007
-103.2651289,32.856788,1,4326,5/28/2007
-103.4343092,32.7986922,1,4326,5/28/2007
-103.4111269,32.7997902,1,4326,5/28/2007
-103.179319,32.8420334,1,4326,5/28/2007
-103.3511239,32.8130328,1,4326,5/28/2007
-103.4690244,32.7986958,1,4326,5/28/2007
-103.2992915,32.8569729,1,4326,5/28/2007
-103.1540257,32.8420436,1,4326,5/28/2007
-103.4760766,32.7987034,1,4326,5/28/2007
-103.4199634,32.7985835,1,4326,5/28/2007
-103.187959,32.8420017,1,4326,5/28/2007
-103.383,32.813,1,4326,5/28/2007
-103.4059402,32.8065076,1,4326,5/28/2007
-103.4853597,32.7987057,1,4326,5/28/2007
-103.214,32.842,1,4326,5/28/2007
-103.3510622,32.8280054,1,4326,5/28/2007
-103.351,32.857,1,4326,5/28/2007
-103.1450806,32.8420323,1,4326,5/28/2007
-103.3165703,32.8569662,1,4326,5/28/2007
-103.2740854,32.8567735,1,4326,5/28/2007
-103.3420566,32.8569718,1,4326,5/28/2007
-103.2483255,32.8566857,1,4326,5/28/2007
-103.3511158,32.8420064,1,4326,5/28/2007
-103.3590055,32.813088,1,4326,5/28/2007
-103.4269586,32.7986106,1,4326,5/28/2007
-103.3251245,32.8569998,1,4326,5/28/2007
-103.2905187,32.8569096,1,4326,5/28/2007
-103.451639,32.7987034,1,4326,5/28/2007
-103.2222913,32.8420467,1,4326,5/28/2007
-103.3511306,32.8490055,1,4326,5/28/2007
-105.93752,32.820164,1,4326,5/28/2007
-103.251915,30.2073061,1,4326,5/28/2007
-99.1937777,31.6375263,1,4326,5/28/2007
-99.1937777,31.6375263,1,4326,5/28/2007
-99.4243813,31.5934509,1,4326,5/28/2007
-99.4243813,31.5934509,1,4326,5/28/2007
-101.939671,35.235139,1,4326,5/28/2007
-101.9396818,35.2352091,1,4326,5/28/2007
-80.0483286,42.5484184,1,4326,5/30/2007
-104.077177,34.6047682,1,4326,5/30/2007
-103.4670389,29.4917768,1,4326,5/30/2007
-103.4670389,29.4917768,1,4326,5/30/2007
-104.0152395,34.6488613,1,4326,5/31/2007
-103.0720782,34.0864982,1,4326,5/31/2007
-103.7991207,34.4343548,1,4326,5/31/2007
-104.2738259,38.692494,1,4326,6/1/2007
-103.7991207,34.4343548,1,4326,6/1/2007
-97.0133972,28.5531636,1,4326,6/1/2007
-104.2738259,38.692494,1,4326,6/2/2007
-97.8255701,27.9719658,1,4326,6/2/2007
-110.886147,31.739938,1,4326,6/3/2007
-101.939671,35.235139,1,4326,6/4/2007
-102.6425171,29.115695,1,4326,6/5/2007
-99.2513466,34.0482503,1,4326,6/5/2007
-103.038,40.598,1,4326,6/6/2007
-101.692028,34.9847218,1,4326,6/6/2007
-101.692028,34.9847218,1,4326,6/7/2007
-101.692028,34.9847218,1,4326,6/8/2007
-101.1676025,29.6892458,1,4326,6/8/2007
-102.3787942,40.9379031,1,4326,6/9/2007
-107.3677832,33.7578036,1,4326,6/9/2007
-99.5697892,36.4103348,1,4326,6/9/2007
-101.01301,34.64927,1,4326,6/9/2007
-100.99178,34.6451,1,4326,6/9/2007
-101.02966,34.67355,1,4326,6/9/2007
-101.02226,34.66153,1,4326,6/9/2007
-101.0252322,34.6674592,1,4326,6/9/2007
-100.94013,34.65509,1,4326,6/9/2007
-100.84174,34.64794,1,4326,6/9/2007
-99.5396951,31.3016397,1,4326,6/9/2007
-102.607069,30.5966215,1,4326,6/9/2007
-101.692028,34.9847218,1,4326,6/9/2007
-99.56974,36.34809,1,4326,6/10/2007
-99.56919,36.26154,1,4326,6/10/2007
-99.60539,36.44961,1,4326,6/10/2007
-101.35375,36.2711111,1,4326,6/10/2007
-102.135352,21.5972579,1,4326,6/11/2007
-104.077177,34.6047682,1,4326,6/13/2007
-101.692028,34.9847218,1,4326,6/13/2007
-101.7426682,30.0158954,1,4326,6/14/2007
-101.692028,34.9847218,1,4326,6/15/2007
-105.79576,35.19043,1,4326,6/16/2007
-105.8805656,35.1715632,1,4326,6/16/2007
-99.64339,35.87348,1,4326,6/16/2007
-103.9113522,30.8057728,1,4326,6/16/2007
-103.9113522,30.8057728,1,4326,6/16/2007
-101.692028,34.9847218,1,4326,6/16/2007
-104.1026688,35.8381333,1,4326,6/17/2007
-104.0799397,35.7958083,1,4326,6/17/2007
-104.1207898,35.747174,1,4326,6/17/2007
-104.1852325,35.7105416,1,4326,6/17/2007
-104.1852325,35.7105416,1,4326,6/17/2007
-104.3428552,35.6598068,1,4326,6/17/2007
-99.61891,35.86231,1,4326,6/17/2007
-101.8042302,35.1634242,1,4326,6/18/2007
-99.8931885,34.4680708,1,4326,6/19/2007
-103.2596912,32.6266367,1,4326,6/20/2007
-101.692028,34.9847218,1,4326,6/20/2007
-106.7269267,32.3950176,1,4326,6/21/2007
-103.5779121,36.6921222,1,4326,6/21/2007
-108.8637602,31.620252,1,4326,6/22/2007
-97.2491312,26.0316434,1,4326,6/23/2007
-101.2032223,37.9855764,1,4326,6/24/2007
-101.2032223,37.9855764,1,4326,6/24/2007
-97.1975899,25.9603598,1,4326,6/24/2007
-101.692028,34.9847218,1,4326,6/24/2007
-101.3185787,29.6935703,1,4326,6/24/2007
-99.7852135,37.3933458,1,4326,6/25/2007
-99.7852135,37.3933458,1,4326,6/25/2007
-99.0702639,37.0473908,1,4326,6/25/2007
-99.0702639,37.0473908,1,4326,6/25/2007
-101.2842464,37.0396951,1,4326,6/25/2007
-101.2842464,37.0396951,1,4326,6/25/2007
-106.298728,32.4521162,1,4326,6/25/2007
-107.6214655,34.1039206,1,4326,6/25/2007
-98.4677124,26.3535746,1,4326,6/25/2007
-97.5997066,31.1677191,1,4326,6/26/2007
-104.077177,34.6047682,1,4326,6/27/2007
-104.0152395,34.6488613,1,4326,6/27/2007
-101.692028,34.9847218,1,4326,6/27/2007
-98.9795637,27.4871822,1,4326,6/27/2007
-103.4670389,29.4917768,1,4326,6/28/2007
-101.4772,30.9015833,1,4326,6/28/2007
-101.9081604,30.9170541,1,4326,6/28/2007
-101.692028,34.9847218,1,4326,6/28/2007
-106.7269267,32.3950176,1,4326,6/29/2007
-101.5575,30.8774167,1,4326,6/29/2007
-101.4772,30.9015833,1,4326,6/29/2007
-101.59905,30.87205,1,4326,6/29/2007
-104.63199,40.28337,1,4326,6/30/2007
-104.6301842,36.2613001,1,4326,6/30/2007
-106.5146828,32.3316008,1,4326,6/30/2007
-104.6683788,36.1754355,1,4326,6/30/2007
-101.692028,34.9847218,1,4326,6/30/2007
-101.692028,34.9847218,1,4326,7/1/2007
-101.692028,34.9847218,1,4326,7/1/2007
-103.4670389,29.4917768,1,4326,7/4/2007
-98.3544159,32.0920644,1,4326,7/4/2007
-106.8227566,32.2621069,1,4326,7/5/2007
-110.9143853,31.8156935,1,4326,7/6/2007
-104.3605042,32.6121948,1,4326,7/6/2007
-104.2285,32.42072,1,4326,7/6/2007
-101.692028,34.9847218,1,4326,7/6/2007
-104.3998146,33.4512089,1,4326,7/7/2007
-103.6580658,30.3702093,1,4326,7/7/2007
-104.870697,31.9001007,1,4326,7/7/2007
-107.9647064,36.3472088,1,4326,7/8/2007
-106.48694,31.73944,1,4326,7/9/2007
-103.4670389,29.4917768,1,4326,7/9/2007
-108.8875902,33.3090745,1,4326,7/10/2007
-103.4670389,29.4917768,1,4326,7/10/2007
-104.077177,34.6047682,1,4326,7/11/2007
-106.6834259,33.7603111,1,4326,7/11/2007
-101.692028,34.9847218,1,4326,7/11/2007
-109.261533,31.3558004,1,4326,7/12/2007
-104.077177,34.6047682,1,4326,7/12/2007
-106.7269267,32.3950176,1,4326,7/12/2007
-101.692028,34.9847218,1,4326,7/13/2007
-106.59024,32.32773,1,4326,7/14/2007
-105.9542084,35.1717035,1,4326,7/14/2007
-103.66146,30.35846,1,4326,7/14/2007
-103.8362,30.5396,1,4326,7/14/2007
-103.8362,30.5396,1,4326,7/14/2007
-98.3394384,28.4717282,1,4326,7/14/2007
-100.8602257,25.099466,1,4326,7/15/2007
-100.8602257,25.099466,1,4326,7/15/2007
-100.8602257,25.099466,1,4326,7/15/2007
-110.5902417,31.7141517,1,4326,7/15/2007
-107.2823524,33.9887762,1,4326,7/15/2007
-101.692028,34.9847218,1,4326,7/15/2007
-110.8566971,31.4951992,1,4326,7/16/2007
-99.6748352,31.4930908,1,4326,7/17/2007
-103.8362,30.5396,1,4326,7/17/2007
-103.8362,30.5396,1,4326,7/17/2007
-101.692028,34.9847218,1,4326,7/18/2007
-101.692028,34.9847218,1,4326,7/19/2007
-109.0508306,31.8361028,1,4326,7/20/2007
-109.043684,31.8527003,1,4326,7/20/2007
-109.043684,31.8527003,1,4326,7/20/2007
-108.247776,30.9012283,1,4326,7/21/2007
-110.6365728,31.7878465,1,4326,7/21/2007
-108.5655212,32.9147561,1,4326,7/21/2007
-108.5655212,32.9147561,1,4326,7/21/2007
-101.671257,34.9651086,1,4326,7/21/2007
-101.671257,34.9651086,1,4326,7/21/2007
-99.2397165,33.0421097,1,4326,7/21/2007
-110.1994019,31.5599995,1,4326,7/22/2007
-98.0873667,28.78675,1,4326,7/22/2007
-98.0873667,28.78675,1,4326,7/22/2007
-101.692028,34.9847218,1,4326,7/22/2007
-110.5902417,31.7141517,1,4326,7/23/2007
-109.261533,31.3558004,1,4326,7/24/2007
-110.3466807,31.5200639,1,4326,7/25/2007
-109.8243175,32.2298515,1,4326,7/25/2007
-109.7200191,31.5614979,1,4326,7/25/2007
-101.692028,34.9847218,1,4326,7/25/2007
-110.1076526,31.4384285,1,4326,7/26/2007
-106.7269267,32.3950176,1,4326,7/26/2007
-103.8393,30.539,1,4326,7/26/2007
-103.8393,30.539,1,4326,7/26/2007
-110.3466807,31.5200639,1,4326,7/27/2007
-110.1076526,31.4384285,1,4326,7/27/2007
-110.1898387,31.4382913,1,4326,7/27/2007
-110.1076526,31.4384285,1,4326,7/27/2007
-110.2535668,31.3459405,1,4326,7/27/2007
-109.1889954,31.3996562,1,4326,7/27/2007
-101.692028,34.9847218,1,4326,7/27/2007
-109.8243175,32.2298515,1,4326,7/28/2007
-110.1408997,31.5478992,1,4326,7/28/2007
-110.8863696,31.7835694,1,4326,7/28/2007
-110.1994019,31.5599995,1,4326,7/29/2007
-110.1994019,31.5599995,1,4326,7/29/2007
-109.1889954,31.3996562,1,4326,7/29/2007
-110.18,31.6572,1,4326,7/29/2007
-111.2382513,31.4180254,1,4326,7/29/2007
-108.827669,33.184794,1,4326,7/29/2007
-98.0584717,26.5332512,1,4326,7/29/2007
-101.692028,34.9847218,1,4326,7/29/2007
-105.77563,32.59259,1,4326,7/30/2007
-110.3183153,31.5061448,1,4326,7/31/2007
-110.18,31.6572,1,4326,7/31/2007
-110.18,31.6572,1,4326,8/1/2007
-109.0286636,31.8368785,1,4326,8/1/2007
-105.77563,32.59259,1,4326,8/1/2007
-97.7704239,26.7663034,1,4326,8/1/2007
-97.7704239,26.7663034,1,4326,8/1/2007
-109.261533,31.3558004,1,4326,8/2/2007
-110.2733002,31.4160004,1,4326,8/2/2007
-110.886147,31.739938,1,4326,8/2/2007
-110.6616783,31.7726703,1,4326,8/2/2007
-110.6616783,31.7726703,1,4326,8/2/2007
-110.8873272,31.769332,1,4326,8/2/2007
-110.882083,31.790992,1,4326,8/2/2007
-110.8543,31.3769,1,4326,8/2/2007
-110.8543,31.3769,1,4326,8/2/2007
-110.3644028,31.4596996,1,4326,8/3/2007
-110.1076526,31.4384285,1,4326,8/3/2007
-110.1408997,31.5478992,1,4326,8/3/2007
-110.1408997,31.5478992,1,4326,8/3/2007
-110.1408997,31.5478992,1,4326,8/3/2007
-109.0490055,31.8245546,1,4326,8/3/2007
-111.3244,31.572,1,4326,8/3/2007
-103.9456055,32.3466933,1,4326,8/3/2007
-101.692028,34.9847218,1,4326,8/3/2007
-110.1408997,31.5478992,1,4326,8/4/2007
-110.33363,31.62789,1,4326,8/4/2007
-110.8869212,31.7821361,1,4326,8/4/2007
-110.3466807,31.5200639,1,4326,8/5/2007
-110.323604,31.5139967,1,4326,8/5/2007
-101.692028,34.9847218,1,4326,8/5/2007
-110.1076526,31.4384285,1,4326,8/6/2007
-109.0316248,31.8358941,1,4326,8/6/2007
-110.8873272,31.769332,1,4326,8/7/2007
-109.034586,31.8464543,1,4326,8/7/2007
-110.0967944,31.4173013,1,4326,8/8/2007
-110.959,31.388,1,4326,8/9/2007
-101.692028,34.9847218,1,4326,8/9/2007
-109.0508306,31.8361028,1,4326,8/10/2007
-109.043684,31.8527003,1,4326,8/10/2007
-108.8637602,31.620252,1,4326,8/10/2007
-101.692028,34.9847218,1,4326,8/10/2007
-101.692028,34.9847218,1,4326,8/10/2007
-109.8243175,32.2298515,1,4326,8/11/2007
-108.8637602,31.620252,1,4326,8/11/2007
-109.0883046,31.894642,1,4326,8/12/2007
-104.3998146,33.4512089,1,4326,8/12/2007
-109.043684,31.8527003,1,4326,8/12/2007
-108.8637602,31.620252,1,4326,8/12/2007
-110.886898,31.7822287,1,4326,8/14/2007
-101.692028,34.9847218,1,4326,8/15/2007
-101.692028,34.9847218,1,4326,8/16/2007
-109.0300369,31.8395035,1,4326,8/17/2007
-103.2484549,29.2672329,1,4326,8/17/2007
-110.1408997,31.5478992,1,4326,8/18/2007
